objectid,object_location,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template
117,/objects/garcia_photo_2_0482r.jpg,"Escuela Nacional Primaria Industrial para Niñas ""La Corregidora de Querétaro""","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-07,"Escuela Nacional Primaria Industrial para Niñas ""La Corregidora de Querétaro"" (Inauguración de establecimientos educativos)","Arquitectura;Educación;Mujeres;Vida en la calle;Inauguraciones;Niños y niñas;Ortiz de Domínguez, María Josefa, 1768-1829","Ciudad de México, México",19.43856097,-99.1401771,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",482,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
118,/objects/garcia_photo_2_0483r.jpg,"[Escuela Nacional Primaria Industrial para Niñas ""La Corregidora de Querétaro""]","Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-07,"Escuela Nacional Primaria Industrial para Niñas ""La Corregidora de Querétaro"" (Inauguración de establecimientos educativos)","Arquitectura;Educación;Patios;Mujeres;Inauguraciones;Niños y niñas;Ortiz de Domínguez, María Josefa, 1768-1829","Ciudad de México, México",19.43927344,-99.14062752,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",483,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
119,/objects/garcia_photo_3_0502r.jpg,Salida de la concurrencia de la Escuela Normal,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-12,Escuela Normal Primaria para Maestros (Inauguración de establecimientos educativos),Arquitectura;Fotógrafos;Educación;Automóviles;Inauguraciones;Universidades y colegios,"Ciudad de México, México",19.4502678,-99.17375429,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",502,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
120,/objects/garcia_photo_3_0503r.jpg,El Sr. Presidente de la República recorre la Escuela Normal,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-12,Escuela Normal Primaria para Maestros (Inauguración de establecimientos educativos),"Mujeres;Educación;Inauguraciones;Universidades y colegios;Díaz, Porfirio, 1830-1915;Ortega Díaz, Delfina","Ciudad de México, México",19.4506646,-99.17378833,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",503,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
121,/objects/garcia_photo_3_0613r.jpg,[El Sr. Presidente de la Republica y su Gabinete llegan a la Exposición de Agricultura],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-24,Exposición de Agricultura y Ganadería (Exposiciones científicas),"Funcionarios del gabinete;Mujeres;Multitudes;Niños y niñas;Ferias;Díaz, Porfirio, 1830-1915","Ciudad de México, México",19.44882349,-99.1714841,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",613,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
122,/objects/garcia_photo_3_0614r.jpg,El Sr. Presidente de la Republica y su Gabinete llegan a la Exposición de Agricultura,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-24,Exposición de Agricultura y Ganadería (Exposiciones científicas),"Funcionarios del gabinete;Mujeres;Multitudes;Niños y niñas;Ferias;Díaz, Porfirio, 1830-1915","Ciudad de México, México",19.44882349,-99.1714841,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",614,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
123,/objects/garcia_photo_3_0642r.jpg,Jardín de la Exposición Japonesa ,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-02,Exposición Japonesa (Exposiciones artísticas),Exposiciones;Jardines;Estanques;Japón,"Ciudad de México, México",19.44177949,-99.1569447,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",642,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
124,/objects/garcia_photo_3_0643r.jpg,[Jardín de la Exposición Japonesa],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-02,Exposición Japonesa (Exposiciones artísticas),"Mujeres;Exposiciones;Jardines;Japón;Díaz, Porfirio, 1830-1915","Ciudad de México, México",19.44177949,-99.1569447,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",643,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
125,/objects/garcia_photo_1_0020r.jpg,[Monumento a Humboldt],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-13,Inauguración del monumento á Humboldt (Alemania),"Monumentos;Arquitectura;Bibliotecas nacionales;Inauguración;Alemania;Humboldt, Alexander von, 1769-1859","Ciudad de México, México",19.43042272,-99.13665333,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",20,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
126,/objects/garcia_photo_1_0021r.jpg,Biblioteca Nacional,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-13,Inauguración del monumento á Humboldt (Alemania),"Monumentos;Arquitectura;Bibliotecas nacionales;Mujeres;Niños y niñas;Inauguración;Alemania;Humboldt, Alexander von, 1769-1859","Ciudad de México, México",19.430598,-99.13679842,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",21,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
127,/objects/garcia_photo_3_0609r.jpg,El acto de la apertura del Congreso Médico,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,IV Congreso Médico Nacional (Congresos),Atención médica;Congresos;Mujeres;Pintura y decoración mural,"Ciudad de México, México",19.4330687,-99.12879089,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",609,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
128,/objects/garcia_photo_3_0610r.jpg,[El Sr. Ministro de Instrucción Publica y varios miembros del Congreso Médico],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-19,IV Congreso Médico Nacional (Congresos),"Atención médica;Congresos;Pintura y decoración mural;Sierra, Justo, 1848-1912","Ciudad de México, México",19.4330687,-99.12879089,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",610,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
129,/objects/garcia_photo_2_0348r.jpg,Aspecto del costado oriental de la Plaza de la Constitución durante la jura de la bandera por los niños,"Ramos, Manuel",1910-09-06,Jura de la bandera por los niños de las escuelas de la Capital,Niños y niñas;Plazas;Multitudes;Trenes;Banderas;Educación,"Ciudad de México, México",19.432025,-99.13211439,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",348,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
130,/objects/garcia_photo_2_0362r.jpg,Grupo de niñas que juraron la bandera en la Alameda de Santa María,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-06,Jura de la bandera por los niños de las escuelas de la Capital,Mujeres;Niños y niñas;Renacimiento morisco (Arquitectura);Banderas;Educación,"Ciudad de México, México",19.44945456,-99.15689078,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",362,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
131,/objects/garcia_photo_2_0332r.jpg,La mesa presidencial en la manifestación de los estudiantes en honor de Juárez,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-20,Manifestación en honor de Juárez (Homenajes á los héroes de la patria),"Mujeres;Actividades estudiantiles;Monumentos;Atención médica;Juárez, Benito, 1806-1872","Ciudad de México, México",19.43503879,-99.14419405,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",332,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
132,/objects/garcia_photo_4_0830r.jpg,El Sr. Rafael H. Valle lee su discurso en honor de Juárez,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-20,Manifestación en honor de Juárez (Homenajes á los héroes de la patria),"Actividades estudiantiles;Monumentos;Atención médica;Juárez, Benito, 1806-1872","Ciudad de México, México",19.43504313,-99.14413297,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",830,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
133,/objects/garcia_photo_2_0445r.jpg,[Distribución de ropa a los niños pobres en la casa del Sr. Gobernador De Landa y Escandón],"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-01,Obsequios á los niños pobres,"Mujeres;Niños y niñas;Caridad;Ropa;Osio de Landa, Sofía;Landa y Escandón, Guillermo de, 1842-1927","Ciudad de México, México",19.43426337,-99.15592568,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",445,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
134,/objects/garcia_photo_4_0870r.jpg,Distribución de ropa a los niños pobres en la casa del Sr. Gobernador De Landa y Escandón,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-01,Obsequios á los niños pobres,"Mujeres;Niños y niñas;Caridad;Ropa;Osio de Landa, Sofía;Landa y Escandón, Guillermo de, 1842-1927","Ciudad de México, México",19.43426337,-99.15592568,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",870,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
135,/objects/garcia_photo_3_0599r.jpg,El Sr. Ministro de Instrucción Publica y varios miembros del Congreso de Educación,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-13,Primer Congreso Nacional de Educación Primaria (Congresos),"Congresos;Educación;Niños y niñas;Pintura y decoración mural;Sierra, Justo, 1848-1912;Chávez, Ezequiel A., 1868-1946","Ciudad de México, México",19.4330687,-99.12879089,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",599,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
136,/objects/garcia_photo_3_0604r.jpg,Aspecto del salón donde se efectuó la apertura del Congreso de Educación,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-13,Primer Congreso Nacional de Educación Primaria (Congresos),Mujeres;Congresos;Educación;Niños y niñas,"Ciudad de México, México",19.4330687,-99.12879089,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",604,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
137,/objects/garcia_photo_3_0608r.jpg,La mesa directiva del Congreso de Estudiantes,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-06,Primer Congreso Nacional de Estudiantes (Congresos),Estudiantes;Actividades estudiantiles;Mujeres;Museos nacionales;Congresos,"Ciudad de México, México",19.43324239,-99.13044923,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",608,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
138,/objects/garcia_photo_1_0183r.jpg,El patio del Museo Nacional a la llegada de la fuente bautismal de Hidalgo,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-02,Translación al Museo de la fuente bautismal de Hidalgo,"Bautismo;Iglesia Católica;Multitudes;Museos nacionales;Hidalgo y Costilla, Miguel, 1753-1811","Ciudad de México, México",19.43308345,-99.13027496,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",183,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
139,/objects/garcia_photo_1_0184r.jpg,El Sr. Secretario de Instrucción Publica y Bellas Artes contesta al discurso de entrega de la fuente bautismal de Hidalgo,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-02,Translación al Museo de la fuente bautismal de Hidalgo,"Bautismo;Iglesia Católica;Multitudes;Museos nacionales;Hidalgo y Costilla, Miguel, 1753-1811;Chávez, Ezequiel A., 1868-1946;Sierra, Justo, 1848-1912","Ciudad de México, México",19.43301326,-99.13041108,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",184,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
140,/objects/garcia_photo_3_0574r.jpg,El estrado oficial en el acto de la inauguración de la Universidad Nacional,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-22,Universidad Nacional (Inauguración de establecimientos educativos),"Universidades y colegios;Educación;Auditorios;Instrumentos musicales;Inauguraciones;Sierra, Justo, 1848-1912","Ciudad de México, México",19.43442609,-99.13057084,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",574,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
141,/objects/garcia_photo_3_0578r.jpg,La concurrencia al acto de la inauguración de la Universidad Nacional,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-22,Universidad Nacional (Inauguración de establecimientos educativos),Mujeres;Universidades y colegios;Multitudes;Estudiantes;Auditorios;Educación;Inauguraciones,"Ciudad de México, México",19.43442609,-99.13057084,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",578,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
142,/objects/garcia_photo_3_0581r.jpg,El acto de la apertura del Congreso de Americanistas,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-07,XVII Congreso Internacional de Americanistas (Congresos),"Museos nacionales;Académicos;Congresos;San Juan Teotihuacán, México, México","Ciudad de México, México",19.43324239,-99.13044923,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",581,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
143,/objects/garcia_photo_3_0589r.jpg,Grupo de diplomáticos y americanistas en San Juan Teotihuacán,"Cortés, Antonio; Carrillo, Antonio; Corona, Prisciliano; Escalante, José",1910-09-10,XVII Congreso Internacional de Americanistas (Congresos),"Mujeres;Académicos;Congresos;San Juan Teotihuacán, México, México;Sierra, Justo, 1848-1912","Ciudad de México, México",19.68896737,-98.83683214,"Benson Latin American Collection, LLILAS Benson Latin American Studies and Collections, The University of Texas at Austin",589,Fotografías,image/tiff,spa,Dominio público,https://creativecommons.org/publicdomain/mark/1.0/,image
